real_name,positive_names,negative_names
Pinnacle Entertainment,"['Pinnacle Entertainme nt', 'Pìnnaçle Entertainment', 'Pinnacle Enterta1nment']","['Çaesárs Entertainmènt', 'Regal Entertainment Group', 'Caesars Entertainment', 'Rêgal Entertainme nt Group']"
Pinnacle Foods,"['P1nnacle Foods', 'Pinnacle F00ds', 'Pinnacle. Foods']","['ConAgra F0ods', 'Pi nnacle West.Capital', 'Flowers Foods', 'C0nÁgra Foods', 'Pinnacle West Capital', 'ConAgra Foods', 'WhiteWave Foods', 'ConAgra. Foods']"
Pinnacle West Capital,"['Pinnàcle West Capital', 'P1nnacle West Capìtal', 'Pi nnacle West.Capital']","['Pinnacle Entertainme nt', 'Pinnacle Entertainment', 'Pinnacle Enterta1nment']"
Pioneer Natural Resources,"['Pi0neer Natural Resources', 'P1oneer Natural Resources', 'Pioneer Natural Resourcès']","['A1pha Natural Resources', 'Cliffs Natural Resources', 'Alpha Natural Resources']"
Pitney Bowes,"['P1tney Bowes', 'Pitney B0wes', 'Pitnéy Bowes']","['Panera Bread', 'Paneŕa. Bread', ""L owe's"", 'Aćuity Brands', 'Panerà Bread', 'Burlington Stores']"
Plains GP Holdings,"['Pla1ns GP Hold1ngs', 'Pläins GP Holdings', 'Plaíns GP Holdings']","['Sìlgan Hold1ngs', 'Älliance Holdings', 'Post Holdings', 'Sears Holdings', 'Silgan Holdings', 'Alliance Holdings']"
Plexus,"['Plèxus', 'Plexu5', 'Pléxus']","['Walgreèns', 'PulteGroup', 'Pool', 'PulteGr0up', 'Páll', 'áPple', 'SP_x']"
Polaris Industries,"['P0lar1s Industries', 'Polar is Indu5tries', 'Po1ar1s Industrìes']","['Thør Industries', 'PPG Industries', 'Tr1nity Indu5tries', 'Thor Industries', 'Mohawk Industries', 'Mohawk Indu5tries']"
PolyOne,"['P0lyOne', 'PolyOne.', 'Pol yOne']","['PoOl', 'P0ol', 'Pool', 'áPple', 'Oneok']"
Pool,"['Poo1', 'PoOl', 'P0ol']","['Popular', 'Toro', 'Páll', 'Pal1', 'PolyOne', 'Moog']"
Popular,"['Popu lár', 'Popu1àr', 'P0pu1ar']","['Hospira', 'Pràxair', 'Paçcar', 'PoOl', 'P0ol', 'Pool', 'Ho5pira', 'Pantry', 'Paccár']"
Post Holdings,"['POST Hold ings', 'Post Holding5.', 'Po5t Hòldings']","['Pèpco Holdings', 'Pepco. Holdings', 'Sears Holdings', 'Tops Holding', 'Pepco Holdings']"
Praxair,"['Pràxair', 'praxAir', 'Prax air']","['Paccar', 'Price$mart', 'CarMax', 'Pr1ceSmart', 'PriceSmart', 'Paçcar', 'Paccar.', 'Valspar', 'Va1spar']"
Precision Castparts,"['Precisi0n Castpárts', 'Precision Càstparts', 'Preci5ion Castparts']","['Polaris Industries', 'Genuine Parts', 'Cablevision Systems', 'Dar den Restaurants', 'Weis Markets', 'Darden Restaurants']"
PriceSmart,"['P r i c e S m a r t', 'Price$mart', 'Pr1ceSmart']","['PeťSmart', 'PetSmarƚ', 'pet5mart', 'PetSmart']"
Priceline Group,"['Price1ine .Group', 'P rìceline Group', 'Pricel1ne Group']","['Carlyle Group', 'TriNet Group', 'Carly1e Group', 'Cárlyle Group', 'Americán Airtines Group']"
Primoris Services,"['Prìmoris Servíces', 'Priморis Services', 'Primoris Servicè5']","['5uperior Energy Servicès', 'Kár  Auction Service5', 'Kar Auction Services', 'Kar Auctìon Services', 'Kár Auction Service5', 'WorldFuèl Services', 'Republic Services', 'World Fuel Services', 'Kè11y Services']"
Principal Financial,"['Príncipal Finàncial', 'Principyl Fináncial', 'principa1Financia1']","['Prudentíal Financial', 'Prudential Financial', 'Cincinnati Financial', 'Prudentia1 Financ ial']"
Procter & Gamble,"['Pr0cter & Gamble', 'Pròcter & Gam ble', 'Procter & Gamble.']","['Barne5 & N0ble', 'Protective Life', 'Bar nes & Noble', 'Barnes & Noble']"
Progressive,"['PrØgressive', 'Progrèssive', 'Progressive.']","['Polaris Industries', 'Protective Life', 'EXPres.s', 'Prìmoris Servíces', 'Primoris Services', 'raNge resourCes']"
Protective Life,"['ProtèctiveLife', 'Pr0tective L1fe', 'Pr0tective Life']","['Pacifíc Life', 'Pacific Lìfe', 'Pàcific Life', 'Pacific Life']"
Prudential Financial,"['Prudentíal Financial', 'Prudentia1 Financìal', 'Prudentia1 Financ ial']","['Príncipal Finàncial', 'Symetra Financial', 'e*Trade Financlal', 'Principal Financial']"
Public Service Enterprise Group,"['Public Service Enterp1iseGroup', 'Pùblic Service Enterprise Gròup', 'Public Serviče Enterpri5e Group']","['PNC Financial Services Gr0up', 'Price1ine .Group', 'P NC Financial Services Group', 'Nu Skin Enterprises', 'PNC Financial Services Group', 'Republic Services', 'Werner Enterprises', 'Priceline Group']"
Public Storage,"['Publíc St0rage', 'Pùblic Storage', 'Pub1ic Stòrage']","['Republic Services', 'Republic Serv1ces', 'Publix Super Markets']"
Publix Super Markets,"['Publix Super Mar kets', 'Pùblix. Super Markets', 'Pu8lix Super Märkets']","['Public Storage', 'In gles Markets', 'Ińgles Márkets', 'Weis Markets', 'Ingles Markets']"
Puget Energy,"['Puģet Energy', 'Puget-Energy', 'Puget Enèrgƴ']","['Westár Enèrgy', 'We5tarEnergy', 'Duke Energy', 'Duke Enèrgy', 'EP Enèrgy', 'WPX Energy', 'EP Energy', 'EPEn ergy']"
PulteGroup,"['Pul tèGroup', 'Pu1teGroup', 'PulteGr0up']","['SemGroup', 'Hu bGroup', 'SeṃGroup', 'Hub Group', 'Pricel1ne Group', 'Priceline Group', 'ŞemGroup']"
QEP Resources,"['QEP Res ources', 'qEp Reso͟urces', 'QEP Resourcès']","['EOG Resources', 'E O G Resources', 'E0G Resources']"
Quad/Graphics,"['Qua d/Graphics', 'Quád/Graphics', 'Quad/Graph1cs']","['Murphy Oil', 'Murphy Oi1', 'Quanta Servîces', 'Murphý Oil', 'Quánta Services', 'Quanta Services']"
Qualcomm,"['Qua lcomm', 'Quálcomm', 'Qua1comm']","['Via com', 'Viacom', 'Alcoa', 'Nucor', 'V¡acom']"
Quanta Services,"['Quanta Servîces', 'Quánta Services', 'QüantaServïces']","['Kar Auction Services', 'Kar Auctìon Services', 'Total SystèmServices', 'AmTrust Financial Services', 'ÁmTrust Financial Services']"
Quest Diagnostics,"['Que5t Diagnostics', 'Quest D1agnostics', 'Qüest Diagnostics']","['F0rest Laboratories', 'Forest Laboratories', 'XPO Løgistics', 'xpO Logistics', 'Western Digital', 'Quanta Services']"
Quintiles Transnational Holdings,"['Quińtiles Transnational Hold1ngs', 'Quintiles Transnati0nal Holdings', 'Quintiles. TransnationalHoldings']","['Allison Transmission Holdings', 'Al1isón Transmission Holdings', 'United Continental Holdings', 'A11ison Transmission Holdings', 'Unite d Continental Holdin gs']"
R.R. Donnelley & Sons,"['R. R. Donnelley & S0ns', 'R.R. Donnè11ey & Sons', 'R.R. Donnel1ey & Sons']","['John son & Johnsoñ', 'P.C. Connection', 'W.R. Berkley', 'Johnson & Johnson', 'J.C.P enney']"
RCS Capital,"['RCS.Capital', 'RCS Capital.', 'RCS Cápitál']","['Oaktrèe Capital Group', 'Pinnàcle West Capital', 'Pi nnacle West.Capital', 'RP C', 'Cintas', 'Pinnacle West Capital', 'MRC Global', 'CH2M Hill', 'Cinta5']"
RPC,"['RP C', 'R.PC', 'rpC']","['PepsiCo', 'Pep51Co', 'PèpsiCo']"
RPM International,"['R.P.M International', 'RP M Internationa1', 'RPM Internationa1']","['Par exel International', 'Pàrexèl Internationa1', 'CACI International', 'CAC1 Internationa1', 'WeSó International', 'Parèxel International']"
RadioShack,"['Rádioshack', 'RadíoS häck', 'RádioShack']","['Rock-Tènn', 'Torchmark', 'Starbucks', 'H&R Block', 'Rock-Tenn']"
Ralph Lauren,"['Ralph Lau.ren', 'Rá1ph Lauren', 'Ral ph Laùren']","['Hèalth Care-REIT', 'Jarden', 'Ja rden', 'Valspar', 'Va1spar', 'MuRphy USa']"
Range Resources,"['Range Rèsources', 'Range Re5ources', 'raNge resourCes']","['Spra.gue Resour ces', '5prague Resource5', 'Sprague Resources', 'agl Res0urces', 'Targa Resources']"
Raymond James Financial,"['Raymond Jame5Financial', 'Raym0nd James Financ1al', 'Ráymond Jame5 Financial']","['Regions Financial', 'Symètra Financial', 'Jone5 Financial.', 'Jones Financial', 'e*Trade Financlal']"
Raytheon,"['rayTheon', 'Raythèon', 'Rayt heon']","['Patter5on', 'MarathonOíl', 'Chevron', 'henRy Scheín', 'Patterson', 'Marathon Oíl', 'Patrèson', 'Paychex']"
Realogy Holdings,"['Realogy Holding5', 'Realogy Holdings.', 'Reálògy Hold1ngs']","['Sìlgan Hold1ngs', 'Sea rs Hold1ngs', 'Ryerson Holding', 'Sears Holdings', 'Sear5 Holdings', 'Silgan Holdings', 'Pepco Holdings']"
Regal Beloit,"['RègalBel oít', 'Règal Beloit', 'Rėgal Bēloit']","['arCBest', 'Rayt heon', 'Pal l', 'Tesla Motors', 'H&R Block', 'H&R Bloçk', 'Règal Entertainmènt Group']"
Regal Entertainment Group,"['Regal Entertainment Gr0up', 'Rêgal Entertainme nt Group', 'Règal Entertainmènt Group']","['Pinnacle Entertainment', 'Pinnacle Entertainme nt', 'Caesars Entertainment', 'Pìnnaçle Entertainment']"
Regency Energy Partners,"['régency energy Partners', 'Reg ency Energy Partners', 'Regency Energy Partnèrs']","[""NgL Energy Partner's"", 'NGL Energy Partners', 'MärkWest Energy Partners', 'MarkWest Energy Partners']"
Regeneron Pharmaceuticals,"['Regeneron. Pharmaceutical5', 'Règéneron Pharmaceuticals', 'Regenerón Pharmaceuticals']","['Álexìon Pharmaceut1cals', 'Alex1on. Pharmaceuticals', 'Aĺexion Pharmaceutícal5', 'Alexion Pharmaceuticals']"
Regions Financial,"['Reg¡ons Financíal', 'Regi0ns Financ1al', 'Re giòns Financial']","['Jones Financial', 'Ocwen Financial', 'ocWen Financial']"
Reinsurance Group of America,"['Reinsurance Group of A m e r i c a', 'Reinsurance Gròup of America', 'Reinsúrance Group of America']","['Erie Insurance Group', 'TravelCenters of America', 'TraveIcenters of America', 'Trave1Centers of America', 'Èrie Insurance Group']"
Reliance Steel & Aluminum,"['Reliance Steel &  Aluminùm', 'Reliance Steèl & A1uminum', 'Rèliance Steel & Aluminum']","['Reinsurance Gròup of America', 'aK Steel Holdíng', 'AΚ Steel Holding', 'AK Steel Holding', 'Reinsúrance Group of America', 'Reinsurance Group of America']"
Rent-A-Center,"['Rent-A Cènter', 'Rent-A-Cénter', 'Rènt-A-Center']","['Puget-Energy', 'Cerner', 'Cèntene', 'Centéne', 'Centene']"
Republic Services,"['Repub1icServ1ces', 'Re.pub1ic Services', 'Republic Serv1ces']","['Kelly Serv1ces.', 'Quánta Services', 'Kelly Services', 'Kel1y Serv1ces', 'Kè11y Services']"
Resolute Forest Products,"['Reso1ute F0rest Products', 'ResoluteFore5t Products', 'Resolute Fòrest. Product5']","['Universal Forest Products', 'Univer5al. Forest Products', 'Uni veςsal Forest Products', 'Un1versa1 Forest Produçts']"
Rexnord,"['Rèxnord', 'Rë xnorð', 'Rexñord']","['Roundýs', 'Seaboard', 'T esoro', 'Owens& Minor', 'KL A-Tençor', 'SunPower', 'YRC Worldwide', 'kR0ger', 'Seaboárd']"
Reynolds American,"['Reyn0lds American', 'ReynòldsAmericán', 'Reynolds Amer1can']","['Helmerich & Payne', 'Universal American', 'Unìversál Amer1can', 'Un1versal Americán']"
Rite Aid,"['R1te A1d', 'Rite Aïd', 'Ritè Aid']","['Whitewáve Foods', 'Reliance Steèl & A1uminum', 'Órbital ATK', 'Rexnord', 'Fe dEx', 'WhiteWave Foods', 'faNnie MAe', 'Sealèd Air', 'Rexñord']"
Robert Half International,"['R0bert Half International', 'Ro bert Half Inter national', 'Robért Half International.']","['Par exel International', 'Tower International', 'Tempur Sealy International', 'Tempur Sealy Internation al', 'Towér International']"
Rock-Tenn,"['Rock-Tènn', 'R0ck-Ten n', 'Roc k-Tenn']","['Tenneco', 'BláckRock', 'Rockwell Collins', 'Tennec0', 'H&R Block', 'BlackRock']"
Rockwell Automation,"['Rockwell Automati on', 'Rockwe11 Automati0n', 'R0ckwell Automation']","[""O'Reilly Automotive"", 'Rockwell Collins', 'Són1c Automation.', 'Rockwell. Co11ins', 'Sonic Automotive']"
Rockwell Collins,"['Rockwell. Co11ins', 'R0ckwell Coll1ns', 'Rockwèll Collins']","['Rockwell Automati on', 'Rockwell Automation', 'R0ckwell Automation']"
Roper Technologies,"['Roper TechnoIogies', 'Rôper Techn0logies', 'R0per Technologies']","['Èxide Technologies', 'Exide Technologies', 'fmc Techno1ogies', 'Exide Techn0logies', 'FMÇ Technologies']"
Ross Stores,"['Ro5s Stores', 'Ro ssStores', 'Ros5 St0res']","['B0n-Ton Stores', 'Bon-Ton Stores', 'Bón-Ton Stores']"
Roundy's,"[""Ròundy's"", 'Roundýs', ""R0undy's""]","[""Wendy's"", ""Weńdy's"", ""wendý's"", 'SunÉdison', 'SunEdison', ""M0ody's""]"
Rush Enterprises,"['Ru5h Enterprises', 'Rush Ente rprises', 'RusH Entèrprises']","['Nu Skin Enterprises', 'Ínsight Enterpr1ses', 'Icahn Enterprises', 'Insight Enterprises']"
Ryder System,"['Ryđer Sistema', 'Rýder Sys tem', 'Rýdér Systeṃ']","['Adobé System5', 'Ad0bé Systems', 'Adobe Systems', 'Systemax', 'Citrix Systems', 'Landstar System']"
Ryerson Holding,"['Ryèrson Holding', 'Ryer sonHold1ng', 'Ryers0n Holding']","['Sea rs Hold1ngs', 'Crown Holdi.ngs', 'Externn Holdings', 'Sears Holdings', 'Crow n Holdings', 'Sear5 Holdings', 'Crown Holdings']"
Ryland Group,"['Ryland Gr0up', 'Rylánd  Group', 'Ry1and Group']","['HRG Group', 'Dres5er Rand Group', 'Dresser-Rand Group', 'HR G Group', 'Dre55er-Rand Group', 'hRg Group']"
SCANA,"['S C A N A', 'SCANa', 'SCáNA']","['USAA,', 'C A', 'HSN', 'USAA', 'CA']"
SM Energy,"['5M Ener gy', 'S.M Energy', 'SM Enèrgÿ']","['Entergy', 'CMS Energy', 'PBF Enèrgy', 'wpX Enèrgy', 'EP Enèrgy', 'EP Energy']"
SPX,"['5PX', 'SP_x', 'SpX']","['CSX', 'SunP0wer', 'HP', 'SyStémaX', 'cS X', 'tJX', 'hP', 'SunPower']"
Sabre,"['Sabŕe', 'Sa bre', '5abre']","['Staples', 'Seabòard', 'Target', 'Safeway', 'Symantec', 'Seaboard', 'albèmarle', 'Marḱel', 'Seaboárd']"
Safeway,"['Šafëway', 'Safe way', 'Sāfeway']","['eBay', 'e8ay', 'eBay.', 'Tiffany', 'Tiffañy', 'Tìffany']"
Sally Beauty Holdings,"['Sal1y Beauty Hold1ngs', 'Sally Beáuty Holdings', 'Sally Beaut y Holdings']","['IMS Health Holdings', 'Team Health Holdings', 'Párty City Holdings', 'Party C1ty. Holdings', 'Party City Holdings']"
SanDisk,"['SánDisk', 'SánD1sk', 'SanDísk']","['hSn', 'CST Brands', 'SùneDison', 'SunÉdison', 'Snap0n', 'Synopsys', 'SùnEdison']"
Sanderson Farms,"['Sandeŕson Farms.', '5anderson Farms', 'Sandersón  Farms']","['Anders0ns', 'SùneDison', 'Andersons', 'Andersons.']"
Sanmina,"['Sa-nmina', 'Sämin1a', 'Sanmína']","['SanDisk', 'SùneDison', 'Cièna', 'Ciena', 'Fannie Mae', 'nVídia', 'FannieMa e', 'SùnEdison', 'Cigna']"
ScanSource,"['Scan5ourcé', 'Scan S0urce', '5can5ource']","['Range Rèsources', 'Range Re5ources', 'NiS0urce', 'Range Resources', 'NiSource', 'NìSourcè']"
Schnitzer Steel Industries,"['Schnitzeŕ SteelIndustries', 'Schnítzer Steel Industries', 'Schniτzer Steel Industries']","['Trinity Industries', 'Thør Industries', 'Harman International Industries', 'Thor Industries']"
Science Applications International,"['Sci ence Applications International', 'Sc1ence App1ications Iñternational', 'Sçience App1ications Internationa1']","['Oceáneering. International', 'Álliance One Internationa1', 'Alliance One International', 'Oceaneering Internationa1', 'Oceaneering International', '0ceanèering International']"
Scotts Miracle-Gro,"['Scotts Miraclé-Gro', 'Scott5 Mir acle-Gro', 'Sc0tts M1racle-Gro']","['Selective Insurance Group', 'Sèlectíve In surance Group', 'Securian Financial Group', 'Se1ective Inšurance Group', 'StanCorp Financial Group', 'Fossil Group']"
Scripps Networks Interactive,"['Scripps Netw0rks Interactive', ""Scripp's Networks Interac tive"", 'Scr1pps Networks Interáctive']","['Liber.ty Interaĉtive', 'Liberty Interactive', 'Líberty. Interactive', 'L1berty Interáctive']"
Seaboard,"['Seáb0ard', 'Seaboárd', 'Seabòard']","['Sabre', '1ear', 'Lear', 'Sa bre', 'Rexñord']"
Sealed Air,"['Sealed A ir', 'Sealèd Air', 'Sealed Aír']","['Salesf orce.com', 'JetBlue Airways', 'Sears Holdings', 'Sear5 Holdings', 'Sa bre']"
Sears Holdings,"['SèarsHoldings', 'Sear5 Holdings', 'Sea rs Hold1ngs']","['Si1ganHoldings', 'Sìlgan Hold1ngs', 'C1nemark Hold1ngs', 'Zimmer Holdings', 'Post Holdings', 'Silgan Holdings', 'Cinemark Holdings']"
Sears Hometown & Outlet Stores,"['Sēars Hometown & 0utlet Stores', 'Seaŕs Hometowń & OutletStores', 'Seàrs Hómetown & Outlet. Stores']","['Smárt & F inal Stores.', 'Smart & Final Stores', '5mart & Final Stores']"
Securian Financial Group,"['Securian Financíal Gr oup', 'Securián Financial Gr0up', 'sEcuRian financia1 Group']","['Américań Financial Group', 'St anCorp Financial Gr0up', 'Amer1can Financial Gr0up', 'StanCorp Financial Group', 'Ame rican Financíal Group', 'American Financial Group']"
Select Medical Holdings,"['Se1ect Medical Holdings', 'Selèct Mèdical Holdings.', 'Sèlèct Med1cal Holdings']","['IMS Health Holdings', 'Tea mHealth Holdings', 'Delta Tucker Holdings.', 'Sear5 Holdings', 'Sears Holdings', 'Team Health Holdings']"
Selective Insurance Group,"['Se1ective Inšurance Group', 'Selective Insurancè Group.', 'Sèlectíve In surance Group']","['Sen try Insurance Group', 'Erie Insurance Group', 'Sentry Insurànce Group', 'Sentry Insurance Group', 'Èrie Insurance Group']"
SemGroup,"['ŞemGroup', 'Sem-Groúp', 'SeṃGroup']","['Pu1teGroup', 'Groupon', 'Unum Group', 'PulteGroup']"
Sempra Energy,"['Sèmprà Energy', 'SemprâEnergy', 'Şempra Energy']","['Spec7ra Energy', 'Spectra Energy', 'Speçtra Energy']"
Sentry Insurance Group,"['Sen try Insurance Group', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group']","['Selective Insurance Group', 'Hanover Insurance Group', 'Èrie Insurance Group', 'Erie Insurance Group']"
Service Corp. International,"['Sèrvice Corp. Intèrnational', 'Servicè Corp. Internationa1', '5erviceCorp. International']","['Brinker International', 'Brinker Intèrnational', 'Cameron International', 'B rinkèr International', 'Br1nker International']"
ServiceMaster Global Holdings,"['Serv1ceMaster GlobalHoldings', 'Service-Master Globa1 Holdings', 'SérviceMaster Global H0ldings']","['Energizer Holdings', 'Se1ect Medical Holdings', 'Sears Holdings', 'Silgan Holdings', 'Sear5 Holdings']"
Seventy Seven Energy,"['5eventy Seven Enèrgý', 'SeVenTy Seven Ener9y', 'Seventy S even Energy']","['Cente.rPoint Energy', 'South western Energy', 'CenterPoint Energy', 'CenterPoint Energý', 'SouthWeStern Energy', 'Devon Energy']"
Sherwin-Williams,"['Sherwin- Wi11iams', 'Sherw1n-Williams', 'SherwínWilliams']","['Williams', 'Wi11iams', 'Williáms', 'Wi lliams']"
Sigma-Aldrich,"['Sígma-Aldrich', 'S1gma Aldrich', ""Sigma-Al'drich""]","['Si1ganHoldings', 'Silgan Holdings', 'Sealèd Air', 'Springleaf Holdings', 'Sealed Aír']"
Silgan Holdings,"['Sìlgan Hold1ngs', 'Si1ganHoldings', 'Silgán. Holdings']","['SèarsHoldings', 'Älliance Holdings', 'hawa1ián Holdings', 'Realogy Holdings', 'GnC Hol dings', 'Sears Holdings', 'Sear5 Holdings', 'Springleaf Holdings']"
Simon Property Group,"['Simon Proper ty Group', 'S1mon Property Group', 'Simoñ Property Group']","['Neiman Marcus Group', 'TriNet Group', 'Triumph Group', 'Omnicom Group', 'Neiman Marcús Group', 'Lansing Trade Group', 'Tr1Net Group']"
Skechers U.S.A.,"['Skèchers U.S.A.', '5kechers U.S.A.', 'Skechers   U.S.A.']","['Michaels Cos.', 'Micháels C.ôs.', 'M1chaels Co5.']"
SkyWest,"['SkýWest', 'Sk yWest', '5kyWest']","['West', 'W est', 'Wèst']"
Skyworks Solutions,"['Skyworks Solutìons', 'Skýworks Solut1ons', 'Skyw0rks Solutions']","['Motor0la Solu tions', 'Motorola Solutions', 'Motor0la Solutíons', 'Mötorola Solutions']"
Smart & Final Stores,"['Smárt & F inal Stores.', '5mart & Final Stores', 'Smart & Fina1 Store5']","['AmTrust Financiãl Services', 'ÁmTrust Financial Services', 'AmTrust Financial Services']"
Snap-on,"['Snap0n', 'Snáp-on', '5nap-on']","['Synnéx', 'DònaIdson', 'Sämin1a', 'SùneDison', 'SunÉdison', 'D0naldson', 'Synnex', 'Donaldson', 'SùnEdison']"
Sonic Automotive,"['Sońic Automot1ve', 'S0nic Automotivè']","['Són1c Automation.', ""O'Rei11y Automotive"", 'Group 1 Automotive', ""O'Reilly Automotive""]"
Sonoco Products,"['Sònoco Products', 'So noco Product5', 'S0noco Prodúcts']","['Ávon Products', 'Avon Products', 'Avoñ Prodücts', 'aVonProductś']"
Southern,"['Sout hern', 'Söuther.n', 'Soùthern']","['Norfol kSouthern', 'Norfolk Southern', 'N0rfolk Southern']"
Southwest Airlines,"['Southwe5t Air lines', 'Southwest Airlìnes', '5outhwest Air1ines']","['Southwestern Energy', 'Southwest Gas', 'Sout hwest Gás', '5outhwest Gas', 'South western Energy']"
Southwest Gas,"['Sout hwest Gás', '5outhwest Gas', 'SouthwèstGas']","['Southwèstern Energy', 'Southwest Airlìnes', '5outhwest Air1ines', 'Southwest Airlines']"
Southwestern Energy,"['Southwèstern Energy', 'SouthWeStern Energy', 'South western Energy']","['Northe rn TierEnergy', 'Wèstar Energy', 'Westar Energy', 'Spectra Energy', 'Northern Tier Energy', 'Speçtra Energy']"
SpartanNash,"['Sp artanNash', 'SpártanNa5h', 'SpartanNäsh']","['Sun Trùst Banks', 'CST Brands', 'Danaher', 'SunTrust Banks', 'Sanmina', 'Sanmína']"
Spectra Energy,"['Spec7ra Energy', 'S pectra Energy', 'Speçtra Energy']","['Sempra Energy', 'Sèmprà Energy', 'NextÉra  Energy', 'NextEra Energy', 'Şempra Energy']"
Spirit AeroSystems Holdings,"['Spirit Aero System5 Holdings', 'Spìrit AeroSystems Holdings', '5pirit AeroSystems Holdings']","['Zim mer Holdings', 'Windstream Holdings', 'Post Holdings', 'Sears Holdings', 'Springleaf Holdings']"
Sprague Resources,"['Spra.gue Resour ces', 'Sprágue Resourcès', '5prague Resource5']","['Targa Resources', 'Range Resources', 'Targa  Resources', 'raNge resourCes']"
Springleaf Holdings,"['Springleaf Hold!ngs', 'Springleàf Hold1ngs', 'Sp ringleaf Holdings']","['Si1ganHoldings', 'Sìlgan Hold1ngs', 'Sea rs Hold1ngs', 'Sears Holdings', 'Silgan Holdings']"
Sprouts Farmers Market,"['Spr0uts Farmers Market', ""Sprouts Farmer's Market"", 'Sprouts Fármers Market']","['Weis Markets', 'Whole Foods Market', 'In gles Markets', 'We1s Markets']"
St. Jude Medical,"['Sť. Júde Medical', 'St .Jude Medicàl', 'St. Jude Médical']","['Stifel Financial', 'Se1ect Medical Holdings', 'West.lake Chemical', 'St1fel Financ1al', 'Ste ri cycle', 'Tribune Media', 'Select Medical Holdings']"
StanCorp Financial Group,"['StanC0rp Fìnancial Group', 'St anCorp Financial Gr0up', 'StánCorp Financial Gròup']","['Securián Financial Gr0up', 'CN0 Financìal Group', 'Securian Financial Group', 'CNO Financial Group', 'C.NO Financial Group']"
Standard Pacific,"['S\u2006tandard Paci fic', 'Stàndard Pacific', '5tandard Paci fic']","['Union Paci fìc', 'Union Pacific', 'Uñion Pacifíc', 'Un1on Pacific']"
Stanley Black & Decker,"['Stanley Black& Decker', 'Stan1ey Black & Decker', 'Stanley Blâck & Decker']","['Fortune Brands Home & Security', 'ᴀdvanced Mícro Devices', 'FoƦtune Brands Home & Security', 'State St reet Corp.', 'BlackRòck', 'Advanced Micro Devices', 'KápStone Paper & Packagṙng']"
Staples,"['Stäp1es', 'Stapl es', 'Staplès']","['Walgreèns', 'Ste.elcase', 'Steelcase', 'Caleres.', 'Stee1case', 'Caleres', 'walgreens']"
Starbucks,"['$tarbucks', '5tarbucks', 'Sta.rbucks']","['Brunsw1ck', 'QüantaServïces', 'Stryker', 'Staplès', 'Brunswick', 'Strýker']"
Starwood Hotels & Resorts,"['5tarw00d Hotels & Resòrts', 'Stàrwood Hotels & Reso rts', 'Starwood. Hotels & Res0rts']","['Host Ho tels & Resorts', 'Host Hotels & Resorts', 'Host Hotèls & Rėsorts']"
State Farm Insurance Cos.,"['Státe Farm Insurance Cos.', 'State Farm Insurance Co5.', 'State Farm Insuránce Cos.']","['Sen try Insurance Group', 'Hanover Insurance Group', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group', 'Sentry Insurance Group', 'American Family Insurance Group']"
State Street Corp.,"['Státè Street Corp.', 'State St reet Corp.', 'Statè Stree1 Corp.']","['Státe Farm Insurance Cos.', 'News Corp.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.', 'State Farm Insuránce Cos.', 'UnítedStatès Steel']"
Steel Dynamics,"['St33l Dynámics', 'Stèel Dÿnamics', 'Steel. Dyńamics']","['General Dynamiçs', 'Genera1Dynamics', 'Gènèral Dynamics', 'General Dynamics']"
Steelcase,"['Stee1case', 'ѕTeelcase', 'Ste.elcase']","['Stericycle', 'Stericyc1e', 'Celanése', 'Steel Dynamics', 'Teneť Healthcare', 'Sterícyle', 'Steel. Dyńamics', 'Celanese']"
Stericycle,"['Stericyc1e', 'Sterícyle', 'Ste ri cycle']","['Stryker', 'Steelcase', 'Stry.ker']"
Stifel Financial,"['Stifel Financ1a1', 'St1fel Financ1al', 'Stifel. Financ1al']","['Symètra Financial', 'Symetra Financial', 'Prudential Financial', 'Ally Financial']"
Stryker,"['Stry.ker', 'Strýker', '5tryker']","['Stericycle', 'Stericyc1e', 'Soùthern', 'Southern', 'Sterícyle', 'nu StarEnergy']"
SunEdison,"['SùnEdison', 'SunÉdison', 'SùneDison']","['DònaIdson', 'Ingrèdion', 'Andersons', 'Ingredion', 'Andersons.']"
SunGard Data Systems,"['SunGard Data System5', '5unGard Data Systems', 'SùnGard DataSy stems']","['Al1iance Data Systems', 'Alliance Data Systems', 'Álliance Data Systems']"
SunPower,"['suNPower', 'SunP0wer', 'Sun Power']","['Fluor', 'Sout hern', 'Nucor', 'unIversal', 'Soùthern', 'Söuther.n', 'Flowserve', 'Southern']"
SunTrust Banks,"['Sun Trùst Banks', 'SunTrustBank5', '5unTrust Banks']","['CST Brands', 'Huntsman', 'Aćuity Brands', 'Southwest Gas', 'Acuity Brands', 'Hunt5man', 'C.ST Brands', 'Yum Brands', 'Nrthern Trust']"
Superior Energy Services,"['Superior Ener gy Services', 'Súperior Energy Services', '5uperior Energy Servicès']","['Primoris Services', 'World Fuel Services', 'Wernēr Enterp rises']"
Supervalu,"['SuperValu', '5upervalu', 'Supèrvalu']","['Outerwal1', 'Outerwall', 'Outèrwall', 'unIversal']"
Swift Transportation,"['Sw1ft Transportatioñ', 'Swift Transportátion', 'Swíft Transportation']","['Nèwfield Exploration', 'Newfield Exploration', 'Towe rInternationa1', 'Fifth Third Bancorp', 'J.B. Hunt Transport Services']"
