anchor_name,positive_name,negative_names
Exelon,Exe1on,"['Exel1s', 'xeRoX', 'Hèxion']"
Exelon,Exèlon,"['Hèxion', 'Hexion', 'Exèlis']"
Exide Technologies,Èxide Technologies,"['Unitèd Technologies', 'United Technologies', 'Agilent Technologies']"
Exide Technologies,eXi de Technologies,"['Unitèd Technologies', 'United Technologies', 'Esterline Technologies']"
Exide Technologies,Exide Techn0logies,"['Unitèd Technologies', 'United Technologies', 'Esterline Technologies']"
Expedia,Expe.di.a,"['Exelis', 'Express', 'Expre55']"
Expedia,èXpedia,"['nVídia', 'Nvidia', 'Mednax']"
Expedia,Expèdia,"['áxiaIl', 'nVídia', 'Nvidia']"
Expeditors International of Washington,Expedit0rs Internat1onal of Wáshington,"['Edison International', 'Ed ison In ternational', 'Èdison Internat1onal']"
Expeditors International of Washington,Expeditors Internationàl of Washington,"['Edison International', 'Ed ison In ternational', 'Edìson Internationál']"
Expeditors International of Washington,Expēditors International of Washingt0n,"['Edison International', 'Ed ison In ternational', 'Baxter International']"
Express,EXPres.s,"['Hess', 'Guess', 'PrØgressive']"
Express,Expre55,"['Expedia', 'Expe.di.a', 'Exelon']"
Express,Exprèss,"['Americàn Express', 'American Express', 'Amer1can Express']"
Express Scripts Holding,Expres5Scripts Holding,"['Externn Holdings', 'Exterrán Holdings', 'Exterran Holdings']"
Express Scripts Holding,Exprèss Scripts Holding,"['Exterrán Holdings', 'Exterran Holdings', 'Sears Holdings']"
Express Scripts Holding,Ex press Scripts Holdìng,"['Sea rs Hold1ngs', 'Externn Holdings', 'Nexeo Solutions Holdings']"
Exterran Holdings,Externn Holdings,"['Sears Holdings', 'Sear5 Holdings', 'Crown Holdings']"
Exterran Holdings,Exterrán Holdings,"['Energizer Holdings', 'Sears Holdings', 'Sear5 Holdings']"
Exterran Holdings,Extrrran Holdlngs,"['Crown Holdings', 'Enèrgizèr Holdings', 'Energizer Holdings']"
Exxon Mobil,3xxon Mobil,"['Iron Mountain', 'I ron Mountain', 'Joy Global']"
Exxon Mobil,ExxònMobil,"['fM globál', 'FM.Globál', 'FM Global']"
Exxon Mobil,Exxon Mobi1,"['Iron Mountain', 'I ron Mountain', 'Exèlon']"
FM Global,fM globál,"['MRC Global', 'MRC Gl0bàl', 'Joy Global']"
FM Global,FM.Globál,"['MRC Global', 'JòyGlobàl', 'MRC Gl0bàl']"
FM Global,FM Gl0bal,"['MRC Global', 'MRC Glóbal.', 'mRc Gl0bal']"
FMC,F.MC,"['EMC', 'E.MC', 'E M C']"
FMC,FʍC,"['vF', 'VF', 'CÁ']"
FMC,F M C,"['EMC', 'E M C', 'E.MC']"
FMC Technologies,FMC. Technologies,"['Èxide Technologies', 'Roper Technologies', 'R0per Technologies']"
FMC Technologies,FMÇ Technologies,"['Èxide Technologies', 'Roper Technologies', 'R0per Technologies']"
FMC Technologies,fmc Techno1ogies,"['Èxide Technologies', 'Roper Technologies', 'Roper TechnoIogies']"
Facebook,Fàcebook,"['Oneok', '0neok', 'Tesoro']"
Facebook,Facebo0k,"['BlackRock', 'Oneok', 'Masco']"
Facebook,Faceb00k,"['Oracle', 'Orac1e', 'Apache']"
Family Dollar Stores,Famíly D0llar Stores,"[""Casey's General Stores"", ""Ca5ey's Genèral Stores"", 'Dollar Treè']"
Family Dollar Stores,Family Dol1ar Store5,"['Dollar Treè', 'Dollar Tree', ""Casey's General Stores""]"
Family Dollar Stores,Fami1yD0llar Store5,"['Dollar Treè', 'Dollar Tree', 'D0llar Tree']"
Fannie Mae,FannieMa e,"['Frèddie Mac', 'Freddie Mac', 'Sanmína']"
Fannie Mae,faNnie MAe,"['Ne wMarket', 'Panerà Bread', 'Panera Bread']"
Fannie Mae,Fánnie Maè,"['Frèddie Mac', 'Freddie Mac', 'Frëddie  Mac']"
Farmers Insurance Exchange,Farmers In5urance Exchanģe,"['Státe Farm Insurance Cos.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.']"
Farmers Insurance Exchange,Fa rmerc Insurance Exchange,"['Státe Farm Insurance Cos.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.']"
Farmers Insurance Exchange,Faŕmers Insuránce Exchange,"['¡ntercontinental Exchange', 'State Farm Insuránce Cos.', 'Intercontinental Exchange']"
Fastenal,Fastènal.,"['Eastman Chemical', 'Eastmän Chemi cal', 'Eastmán Kodak']"
Fastenal,Fa stenal,"['Mattel', 'Mat tel', 'MasterCard']"
Fastenal,Fàstenal,"['WèsternDigital', 'Vísteon', 'Visteon']"
FedEx,Fed.Ex,"['Mednax', 'Me dnax', 'Xerox']"
FedEx,Fe dEx,"['Mednax', 'Me dnax', 'Xerox']"
FedEx,FèdEx,"['Mèdnax', 'Mednax', 'Exèlon']"
Ferrellgas Partners,Ferre11gas Partners,"['NGL Energy Partners', 'Buckeye Partners', ""NgL Energy Partner's""]"
Ferrellgas Partners,Ferrèllgas Par tners,"['Global Partners', 'Gl0bal Partners', 'NGL Energy Partners']"
Ferrellgas Partners,Férellgas Partnèrs,"['Global Partners', 'Gl0bal Partners', 'Global Partnérs']"
Fidelity National Financial,F1delity National Financial,"['Prudential Financial', 'Fidelity National Information Services', 'Prudentíal Financial']"
Fidelity National Financial,Fideli ty Nàtional Financial,"['Prudential Financial', 'Fidelity National Information Services', 'Fi.delity National Informatìon Services']"
Fidelity National Financial,Fidèlity National. Financial,"['Fidelity National Information Services', 'Fi.delity National Informatìon Services', 'Prudential Financial']"
Fidelity National Information Services,Fidel1ty Nat ional Informati0n Services,"['Fidelity National Financial', 'F1delity National Financial', 'Fidèlity National. Financial']"
Fidelity National Information Services,Fidèlity National Informatioñ Services,"['Fidèlity National. Financial', 'Fidelity National Financial', 'F1delity National Financial']"
Fidelity National Information Services,Fi.delity National Informatìon Services,"['Fidelity National Financial', 'F1delity National Financial', 'Fidèlity National. Financial']"
Fifth Third Bancorp,Fi£th Third Bancor.p,"['Zions Bancorp.', 'Zi0ns Bancorp.', 'M& T Bank Corp.']"
Fifth Third Bancorp,Fi fth Thir d Bancorp,"['Zions Bancorp.', 'Zi0ns Bancorp.', 'M& T Bank Corp.']"
Fifth Third Bancorp,F1fth Thiřd Bancorp,"['Zions Bancorp.', 'Zi0ns Bancorp.', 'M& T Bank Corp.']"
First American Financial,First ~American Financial,"['American Financial Group', 'Amer1can Financial Gr0up', 'Ame rican Financíal Group']"
First American Financial,Fírst American Financial,"['American Financial Group', 'Amer1can Financial Gr0up', 'Ame rican Financíal Group']"
First American Financial,Fīrst Ameŕican Financial,"['American Financial Group', 'Amer1can Financial Gr0up', 'Ame rican Financíal Group']"
First Data,Fírst. Data,"['First Solar', 'F1rst Solar', 'Tèch Data']"
First Data,FírstDáta,"['FìrstSòlar', 'First Solar', 'F1rst Solar']"
First Data,F1rst Datá,"['First Solar', 'F1rst Solar', 'FìrstSòlar']"
First Solar,Fir5t  Solár,"['Ford Motor', 'Ford M otor', 'First Data']"
First Solar,F1rst Solar,"['First Data', 'F1rst Datá', 'Fírst. Data']"
First Solar,FìrstSòlar,"['FírstDáta', 'First Data', 'F1rst Datá']"
FirstEnergy,FírstEnergy,"['Wèstar Energy', 'Westar Energy', 'PBF Energy']"
FirstEnergy,F1rstEnergy.,"['Wèstar Energy', 'Westar Energy', 'PBF Energy']"
FirstEnergy,Fi r5tEnergy,"['PBF Energy', 'PBF En ergy', 'Linn Energy']"
Fiserv,Fi5erv,"['PFiZer', 'Flowserve', 'Fl0wserve']"
Fiserv,Fisèrv,"['Flowsèrve', 'Flowserve', 'Fl0wserve']"
Fiserv,Fis ér v,"['Flows erve', 'Flowsèrve', 'Flowserve']"
Flowers Foods,F1owers Foods,"['Hormel Foods', 'ConAgra Foods', 'Dean Foods']"
Flowers Foods,Flowers Fòοds,"['Hormel Fòods', 'Flowserve', 'Towers Watson']"
Flowers Foods,Flόwers.Foods,"['Dean. Foods', 'Pinnacle. Foods', 'Tyson. Foods']"
Flowserve,Flowsèrve,"['Fluor', 'Fluor.', 'Fisèrv']"
Flowserve,Flows erve,"['Fiserv', 'Álere', 'Fluor']"
Flowserve,Fl0wserve,"['Fiserv', 'Álere', 'Alere']"
Fluor,F1uor,"['Nucor', 'Nu cor', 'suNPower']"
Fluor,Fluór,"['Flowsèrve', 'Flowserve', 'Fl0wserve']"
Fluor,Fluor.,"['Nucor', 'Flowsèrve', 'Flowserve']"
Foot Locker,Fòot Locker,"['Sout hern', 'Ford Motor', 'Flows erve']"
Foot Locker,Foot Lockér,"['Ford Motor', 'Ford M otor', 'FordMotòr']"
Foot Locker,F0ot Lokcer,"['Sout hern', 'Ford Motor', 'Flows erve']"
Ford Motor,Ford M otor,"['General Motors', 'Foot Lockér', 'Foot Locker']"
Ford Motor,F0rd M0tor,"['Meri tor', 'Gènèral Mòtors', 'General Motors']"
Ford Motor,FordMotòr,"['Nordstrom', 'Nordst rom', 'Foot Lockér']"
Forest Laboratories,F0rest Laboratories,"['Abbott Laboratories', 'Abbott Laboratories.', 'AЬbott Labøratories']"
Forest Laboratories,Fòrest Laborator1es,"['Abbott Laboratories', 'Abbott Laboratories.', 'AЬbott Labøratories']"
Forest Laboratories,Forest Lab0rat0ries,"['AЬbott Labøratories', 'Abbott Laboratories', 'Bìo-Rad Laborat0ries']"
Fortune Brands Home & Security,Fortune Brands Home & Security.,"['Energy Transfer Equity', 'Energy Transfer E.quity', 'Northern Tier Energy']"
Fortune Brands Home & Security,FoƦtune Brands Home & Security,"['Energy Transfer Equity', 'Energy Transfer E.quity', 'Starwood Hotels & Resorts']"
Fortune Brands Home & Security,Fortune Brànds Home & Secur1ty,"['Northern Tier Energy', 'Northe rn TierEnergy', 'Starwood Hotels & Resorts']"
Fossil Group,Fo55il Group,"['Willbros Group', 'Wi1lbros Group', 'Pul tèGroup']"
Fossil Group,FóssilGroup,"['Willbros Group', 'Wi1lbros Group', 'PulteGroup']"
Fossil Group,Fossil Gr0up,"['Krażt Foods Group', 'Kraft Foods Group', 'Kraft Foods Gr0up']"
Franklin Resources,Fránklin Resources,"['Dominion Resources', 'DòminionResources', 'Đominion Resourcès']"
Franklin Resources,Franklin Resourcès,"['Đominion Resourcès', 'Targa Resources', 'Range Resources']"
Franklin Resources,Frankl1n Rèsources,"['Targa Resources', 'Range Rèsources', 'Range Resources']"
Freddie Mac,Frèddie Mac,"['Fánnie Maè', 'Fannie Mae', 'Tribune Mèd1a']"
Freddie Mac,Fredđie Mác,"['Fánnie Maè', 'Ford Motor', 'Fannie Mae']"
Freddie Mac,Frëddie  Mac,"['Fánnie Maè', 'Fannie Mae', 'Tribune Mèd1a']"
Freeport-McMoRan,Freeport-Mc MoRan,"['Dresser-Rand Group', 'Dre55er-Rand Group', 'Freddie Mac']"
Freeport-McMoRan,Freep0rt-McM0Ràn,"['Fredđie Mác', 'Freddie Mac', 'Dresser-Rand Group']"
Freeport-McMoRan,Frèëport-McMoRan,"['Brown-Forman', 'Iron Mountain', 'I ron Mountain']"
Frontier Communications,FrontíerCommunications,"['Charter Communications', 'Ḉharter Commúnications', 'Charteŕ Communic ations']"
Frontier Communications,"Front1er, Communications","['Charter Communications', 'Ḉharter Commúnications', 'Charteŕ Communic ations']"
Frontier Communications,Frontier Communicati0ns,"['Charter Communications', 'Ḉharter Commúnications', 'Charťer Communicati0ns']"
G-III Apparel Group,G-III Apparel Gr0up,"['AptarGroup', 'A ptarGroup', 'P rìceline Group']"
G-III Apparel Group,G-III Appare1 Group,"['AptarGroup', 'A ptarGroup', 'Carlyle Group']"
G-III Apparel Group,G-III. Apparel Group,"['AptarGroup', 'A ptarGroup', 'P rìceline Group']"
GNC Holdings,GNC Hôldings,"['WGL Holdings', 'WG LHoldings', 'NII Holdings']"
GNC Holdings,GNC HolDings,"['WGL Holdings', 'WG LHoldings', 'NII Holdings']"
GNC Holdings,GnC Hol dings,"['WGL Holdings', 'WG LHoldings', 'HCA Holdings']"
GameStop,GameSt0p,"['Gap', 'Gannett', 'Gan nett']"
GameStop,Game5top,"['Gap', 'Gannett', 'Gan nett']"
GameStop,GaMeStop,"['Gap', 'Gannett', 'Gan nett']"
Gannett,Gánnett,"['Ávnet', 'Gènuine Parts', 'Genuíne Part5']"
Gannett,Gan nett,"['Gartner', 'Gar tner', 'Ga1tner']"
Gannett,Gañnèt,"['avnEt', 'Vantiv', 'Vant1v']"
Gap,G.ap,"['GameStop', 'GameSt0p', 'Game5top']"
Gap,gAp,"['rpC', 'pPL', 'hRg Group']"
Gap,Gáp,"['Groupon', 'Gropuon', 'Gr0up0n']"
Gartner,Gar tner,"['Carter.s', ""Carter's"", 'Global Partners']"
Gartner,Gartnèr,"['Cartèrs', 'Global Partnérs', 'Global Partners']"
Gartner,Ga1tner,"['Gannett', 'Danaher', 'Global Partners']"
General Cable,Ge neral Cable.,"['Time Warner Cable', 'T1me Warner Cable', 'Time. Warner Cable']"
General Cable,Genera1 Cable,"['Time Warner Cable', 'T1me Warner Cable', 'Time. Warner Cable']"
General Cable,Genèral Cab1e,"['Genèral Electríc', 'Genèral Mìlls', 'General Electric']"
General Dynamics,Gènèral Dynamics,"['Stèel Dÿnamics', 'Steel Dynamics', 'St33l Dynámics']"
General Dynamics,General Dynamiçs,"['Steel Dynamics', 'General Mills', 'Steel. Dyńamics']"
General Dynamics,Genera1Dynamics,"['Steel Dynamics', 'Genera1 Mills', 'Steel. Dyńamics']"
General Electric,Genèral Electríc,"['Graybar Electric', 'Graybár Elećtric', 'Graybar.Electric']"
General Electric,Genera1 E1ectric,"['Graybar Electric', 'Graybár Elećtric', 'Graybar.Electric']"
General Electric,General ElectriC,"['General Cable', 'Graybar Electric', 'General Motors']"
General Growth Properties,Gene rál Growth Properties,"['Boston Properties', 'General Motors', 'Bôston Properties']"
General Growth Properties,Generál Gr0wth Properties,"['Bôston Properties', 'Boston Properties', 'General Motors']"
General Growth Properties,General Growth Propert1es,"['General Motors', 'Boston Properties', 'General M0t0rs']"
General Mills,Genèral Mìlls,"['General Motors', 'General M0t0rs', 'General Cable']"
General Mills,Genera1'Mills,"['Genera1, Mòtors', 'General Cable', 'Genera1 Cable']"
General Mills,Genera1 Mills,"['General Motors', 'General M0t0rs', 'Genera1, Mòtors']"
General Motors,Gènèral Mòtors,"['Genèral Mìlls', ""Ca5ey's Genèral Stores"", 'Genèral Electríc']"
General Motors,General M0t0rs,"['General Mills', 'Genèral Mìlls', 'General Electric']"
General Motors,"Genera1, Mòtors","['Genera1 Mills', 'General Mills', 'Genera1 E1ectric']"
Genesco,Gènesco,"['Ténneco', 'Tenneco', 'Tenne.co']"
Genesco,Genès có,"['Guess', 'Gue5s', 'Genesis Energy']"
Genesco,Genesc0,"['Tenneco', 'Tennec0', 'Tenne.co']"
Genesis Energy,Genèsis Enèrgý,"['Wiscónsin Energý', 'Westár Enèrgy', 'C0nsol Enèrgy']"
Genesis Energy,Gènesis Ener gy,"['Great Plains Energy', 'Wisconsin Energy', 'Wi5consin Energy']"
Genesis Energy,Gènesìs Energy,"['Westar Energy', 'OGÈ Energy', 'OGE Energy']"
Genuine Parts,Genuine Par ts,"['NGL Energy Partners', 'régency energy Partners', 'Regency Energy Partnèrs']"
Genuine Parts,Genuíne Part5,"['Lennar', 'régency energy Partners', 'Regency Energy Partnèrs']"
Genuine Parts,Gènuine Parts,"['NGL Energy Partners', 'Buckeye Partners', 'Buc keye Partners']"
Genworth Financial,Genworth  Financía1,"['Reg¡ons Financíal', 'Coúntry Financia1', 'CouNtry Financíal']"
Genworth Financial,Genw0rth Financial,"['ocWen Financial', 'Ocwen Financial', 'Symetra Financial']"
Genworth Financial,Genworth Financia1,"['ocWen Financial', 'Ocwen Financial', 'Ocwen FinanciaI']"
Gilead Sciences,G1lead Sciences,"['Computer Sciences', 'C0mputer Sciences', 'Edwards Lifesciences']"
Gilead Sciences,Gilead Sc1ences,"['Computer Sciences', 'C0mputer Sciences', 'Edwards Lifesciences']"
Gilead Sciences,Gilead. Sciences,"['Computer Sciences', 'C0mputer Sciences', 'Edwards Lifesciences']"
Global Partners,Gl0bal Partners,"['Global Payments', 'Gl0bal Payments', 'Ferrellgas Partners']"
Global Partners,G1obal Partners,"['Global Payments', 'Gartner', 'Gar tner']"
Global Partners,Global Partnérs,"['Global Payments', 'Gl0bal Payments', 'GlòbalPayments']"
Global Payments,gLo bal Payments,"['Global Partnérs', 'Global Partners', 'G1obal Partners']"
Global Payments,GlòbalPayments,"['Global Partnérs', 'Global Partners', 'Gl0bal Partners']"
Global Payments,Gl0bal Payments,"['Global Partnérs', 'Global Partners', 'Gl0bal Partners']"
Goldman Sachs Group,G0ldman Sachs Gr0up,"['Neiman Marcús Group', 'Neiman Marcus Group', 'Ne1man Marcus Group']"
Goldman Sachs Group,Goldmàn Sáchs Group,"['Neiman Marcús Group', 'Neiman Marcus Group', 'Ne1man Marcus Group']"
Goldman Sachs Group,Goldman Sachs Gróup,"['Neiman Marcús Group', 'Neiman Marcus Group', 'Ne1man Marcus Group']"
Goodyear Tire & Rubber,Gòodyear Tire & Rubber,"['Cøoper Tire & Rubber', 'Cooper Tire & Rubber', 'Cooper Tire & Ruƃber']"
Goodyear Tire & Rubber,Goodyear Tire & Rub ber,"['Cooper Tire & Rubber', 'Cøoper Tire & Rubber', 'Cooper Tire & Ruƃber']"
Goodyear Tire & Rubber,Goodyear tire & Rubbeṛ,"['Cooper Tire & Rubber', 'Cøoper Tire & Rubber', 'Cooper Tire & Ruƃber']"
Google,Goo gle,"['Pool', 'Moog', 'Moog.']"
Google,Goog1e,"['Moog', 'Moog.', 'M oog']"
Google,Goog.le,"['Pool', 'Moog.', 'Moog']"
Graham Holdings,Grahàm Holdings,"['WGL Holdings', 'WG LHoldings', 'GNC Holdings']"
Graham Holdings,Graham H0ldings,"['WGL Holdings', 'WG LHoldings', 'GNC Hôldings']"
Graham Holdings,graham Holding5,"['Dana Holding', 'Silgan Holdings', 'Dána Holding']"
Granite Construction,Gran ite Construction,"['Waste Connections', 'Waste Connection5', 'Was te Connections']"
Granite Construction,Gránite Constructìon,"['Frontier Communications', 'Front1er, Communications', 'Waste Connections']"
Granite Construction,Granìte Con5truction,"['Waste Connections', 'Waste Connection5', 'Wa5te Connections']"
Graphic Packaging Holding,Graphic Packaging Hold1ng,"['Graham Holdings', 'hawa1ián Holdings', 'graham Holding5']"
Graphic Packaging Holding,Gráphic Packaging Holding,"['hawa1ián Holdings', 'Graham Holdings', 'Sp ringleaf Holdings']"
Graphic Packaging Holding,Graph1c-Packaging Holding,"['Graham Holdings', 'hawa1ián Holdings', 'graham Holding5']"
Graybar Electric,GRAYbar Electríc,"['Genèral Electríc', 'General Electric', 'Arrow Electronics']"
Graybar Electric,Graybár Elećtric,"['General Electric', 'Genèral Electríc', 'General ElectriC']"
Graybar Electric,Graybar.Electric,"['General Electric', 'Genèral Electríc', 'General ElectriC']"
Great Plains Energy,Greát PlaínsEnergy,"['Genesis Energy', 'Al liantEnergy', 'Green Plains']"
Great Plains Energy,Greát Pla1ns Energy,"['Genesis Energy', 'Westar Energy', 'Speçtra Energy']"
Great Plains Energy,Grèat Pláins Enèrgy,"['Gènesìs Energy', 'Gènesis Ener gy', 'Genèsis Enèrgý']"
Green Plains,Green Plàins,"['Great Plains Energy', 'GnC Hol dings', 'Crown Holdings']"
Green Plains,GrèenPlains,"['Great Plains Energy', 'Greát PlaínsEnergy', 'Greát Pla1ns Energy']"
Green Plains,Gr3en Plains.,"['Great Plains Energy', 'Greát PlaínsEnergy', 'Greát Pla1ns Energy']"
Greenbrier Cos.,Grèenbrier Co.s,"['Travelers Cos.', 'Travelers Co5.', 'Trave1ers Cos.']"
Greenbrier Cos.,Greenbrièr Còs.,"['Travelers Cos.', 'Trave1ers Cos.', 'Green Plàins']"
Greenbrier Cos.,Greenbr1er Cos.,"['Travelers Cos.', 'Trave1ers Cos.', 'Třavelers Cos.']"
Greif,Grëif,"['GrèenPlains', 'Harris', 'Brinks']"
Greif,G reif,"['GrèenPlains', 'MetLifè', 'MetLife']"
Greif,Grèif,"['GrèenPlains', 'ProtèctiveLife', 'Grèenbrier Co.s']"
Group 1 Automotive,Group 1 Aut0motive,"['Sonic Automotive', ""O'Rei11y Automotive"", 'Sońic Automot1ve']"
Group 1 Automotive,Gróup 1 Au tomotive,"[""O'Rei11y Automotive"", 'Sonic Automotive', ""O'Reilly Automotive""]"
Group 1 Automotive,Gr0up 1 Autómotive,"[""O'Rei11y Automotive"", 'Sonic Automotive', 'S0nic Automotivè']"
Groupon,Gr0up0n,"['ŞemGroup', 'SeṃGroup', 'SemGroup']"
Groupon,Gróup on,"['ŞemGroup', 'SeṃGroup', 'SemGroup']"
Groupon,Gropuon,"['ŞemGroup', 'SeṃGroup', 'SemGroup']"
Guardian Life Ins. Co. of America,Guárdiàn Lifè Ins. Co. of America,"['Pãckaging Corp. of America', 'Packaging Corp. of America', 'Laboratory Corp. of America']"
Guardian Life Ins. Co. of America,Guardian Life In5. Co. of Americá,"['Packaging Corp. of America', 'Pãckaging Corp. of America', 'Laboratory Corp. of America']"
Guardian Life Ins. Co. of America,Guardian Life Ins. Co. of Amèrica,"['Packaging Corp. of America', 'Pãckaging Corp. of America', 'Laboratory Corp. of America']"
Guess,Gu ess,"['Hess', 'Gènesco', 'Genesco']"
Guess,Gue5s,"['Gènesco', 'Genesco', 'Genesc0']"
Guess,Guèss,"['Gènesco', 'Genès có', 'Hèss']"
H&R Block,H &R Bl0ck,"['BlаckR0ck', 'Bèlk', 'Belk']"
H&R Block,h&r Blöck,"['Bèlk', 'Belk', 'BlаckR0ck']"
H&R Block,H&R Bloçk,"['Rėgal Bēloit', 'Règal Beloit', 'Regal Beloit']"
H.B. Fuller,H.B. Füller,"['H.j. HeinZ', 'H.J. Heinz', 'H.J. Hei nz']"
H.B. Fuller,H.B. Fu1ler.,"['J.M. Smucker.', 'J.M. Smucker', 'J.M. 5mucker']"
H.B. Fuller,H.B. Fu11er,"['J.M. Smucker', 'J.M. 5mucker', 'J.M. Sínucker']"
H.J. Heinz,H.J. Hèinz,"['HCA. Holdings', 'D.R. Hortón', 'D.R. Horton']"
H.J. Heinz,H.J. Hei nz,"['HCA. Holdings', 'Hexion', 'P.C. Connection']"
H.J. Heinz,H.j. HeinZ,"['HCA. Holdings', 'Hexion', 'P.C. Connection']"
HCA Holdings,HCA. Holdings,"['GNC Holdings', 'GnC Hol dings', 'WABCO Holdings']"
